"message","label_model","correct_label","measure"
"\Hey! do u fancy meetin me at 4 at cha åÐ hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x\""""","1","0","FP"
"Great. Have a safe trip. Dont panic surrender all.","0","0","TN"
"\SYMPTOMS\"" when U are in love: \""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your""","0","0","TN"
"Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  ","0","0","TN"
"Try to do something dear. You read something for exams","0","0","TN"
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""","0","0","TN"
"Gettin rdy to ship comp","0","0","TN"
"I am in hospital da. . I will return home in evening","0","0","TN"
"PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS)","0","0","TN"
"Think + da. You wil do.","0","0","TN"
"I'm awake oh. What's up.","0","0","TN"
"Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe","0","0","TN"
"How much u trying to get?","0","0","TN"
"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time","0","0","TN"
"Tell me again what your address is","0","0","TN"
"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)","0","0","TN"
"Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?","0","0","TN"
"But you were together so you should be thinkin about him","0","0","TN"
"hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.","0","0","TN"
"At WHAT TIME should i come tomorrow","0","0","TN"
"Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd","1","1","TP"
"\CHA QUITEAMUZING THATåÕSCOOL BABE","0","0","TN"
"Omg how did u know what I ate?","0","0","TN"
"\URGENT! This is the 2nd attempt to contact U!U have WON å£1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. maxå£7. 50\""""","1","1","TP"
":( but your not here....","0","0","TN"
"Not directly behind... Abt 4 rows behind Ì_...","0","0","TN"
"Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066","1","1","TP"
"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records","1","1","TP"
"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+","1","1","TP"
"No plans yet. What are you doing ?","0","0","TN"
"Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.","0","0","TN"
"Not course. Only maths one day one chapter with in one month we can finish.","0","0","TN"
"Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)","0","0","TN"
"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk","1","1","TP"
"Noooooooo please. Last thing I need is stress. For once in your life be fair.","0","0","TN"
"U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm","1","1","TP"
"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876","1","1","TP"
"I'll see if I can swing by in a bit, got some things to take care of here firsg","0","0","TN"
"I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :)","0","0","TN"
"Have you not finished work yet or something?","0","0","TN"
"Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow","0","0","TN"
"Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50","1","1","TP"
"Right it wasnt you who phoned it was someone with a number like yours!","0","0","TN"
"It's ok i wun b angry. Msg u aft i come home tonight.","0","0","TN"
"I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon","0","0","TN"
"Yo sorry was in the shower sup","0","0","TN"
"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit","0","0","TN"
"Full heat pa:-) i have applyed oil pa.","0","0","TN"
"I'm stuck in da middle of da row on da right hand side of da lt... ","0","0","TN"
"Have you laid your airtel line to rest?","0","0","TN"
"Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ","0","0","TN"
"FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop","1","1","TP"
"\Hey j! r u feeling any better","0","0","TN"
"And I don't plan on staying the night but I prolly won't be back til late","0","0","TN"
"THANX 4 PUTTIN DA FONE DOWN ON ME!!","0","0","TN"
"I need an 8th but I'm off campus atm, could I pick up in an hour or two?","0","0","TN"
"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... ","0","0","TN"
"Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!","0","0","TN"
"We live in the next  &lt;#&gt; mins","0","0","TN"
"Y de asking like this.","0","0","TN"
"Just glad to be talking to you.","0","0","TN"
"Wat time Ì_ finish?","0","0","TN"
"Sorry da. I gone mad so many pending works what to do.","0","0","TN"
"How much you got for cleaning","0","0","TN"
"hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30","0","0","TN"
"Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B","1","1","TP"
"ÌÏ called dad oredi...","0","0","TN"
"Good. do you think you could send me some pix? I would love to see your top and bottom...","0","0","TN"
"Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.","0","0","TN"
"Sorry, I'll call later In meeting.","0","0","TN"
"THIS IS A LONG FUCKIN SHOWR","0","0","TN"
"Received, understood n acted upon!","0","0","TN"
"They finally came to fix the ceiling.","0","0","TN"
"U need my presnts always bcz U cant mis love. \jeevithathile irulinae neekunna prakasamanu sneham\"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....""","0","0","TN"
"Jus finish blowing my hair. U finish dinner already?","0","0","TN"
"I'm on the bus. Love you","0","0","TN"
"Lol ... I knew that .... I saw him in the dollar store","0","0","TN"
"Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!","1","1","TP"
"Todays Voda numbers ending with 7634 are selected to receive a å£350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.","1","1","TP"
"Only saturday and sunday holiday so its very difficult:)","0","0","TN"
"Everybody had fun this evening. Miss you.","0","0","TN"
"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?","0","0","TN"
"I'm in a meeting, call me later at","0","0","TN"
"Oh wow thats gay. Will firmware update help","0","0","TN"
"These won't do. Have to move on to morphine","0","0","TN"
"How come i din c Ì_... Yup i cut my hair...","0","0","TN"
"K k pa Had your lunch aha.","0","0","TN"
"Oh ho. Is this the first time u use these type of words","0","0","TN"
"Captain vijaykanth is doing comedy in captain tv..he is drunken :)","0","0","TN"
"Of course. I guess god's just got me on hold right now.","0","0","TN"
"Do you hide anythiing or keeping distance from me","0","0","TN"
"Havent.","0","0","TN"
"You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3","1","1","TP"
"Sorry i din lock my keypad.","0","0","TN"
"Did u got that persons story","0","0","TN"
"Are you planning to come chennai?","0","0","TN"
"We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705","1","1","TP"
"God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!","0","0","TN"
"We are okay. Going to sleep now. Later","0","0","TN"
"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.","1","0","FP"
"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \DRINK\"". . . But don't \""DRIVE \""""","0","0","TN"
"A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611 ","1","1","TP"
"Where r e meeting tmr?","0","0","TN"
"Lol yes. But it will add some spice to your day.","0","0","TN"
"Hope you are having a great day.","0","0","TN"
"Our Prasanth ettans mother passed away last night. Just pray for her and family.","0","0","TN"
"K, I'll work something out","0","0","TN"
"PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04","1","1","TP"
"This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age","0","0","TN"
"I cant pick the phone right now. Pls send a message","0","0","TN"
"You call him and tell now infront of them. Call him now.","1","0","FP"
"Ok no prob...","0","0","TN"
"Ladies first and genus second k .","0","0","TN"
"No. Yes please. Been swimming?","0","0","TN"
"Mum not going robinson already.","0","0","TN"
"Ok set let u noe e details later...","0","0","TN"
"Not..tel software name..","0","0","TN"
"I send the print  outs da.","0","0","TN"
"IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ","0","0","TN"
"When I was born, GOD said, \Oh No! Another IDIOT\"". When you were born","0","0","TN"
"I didnt get ur full msg..sometext is missing, send it again","0","0","TN"
"Probably not, I'm almost out of gas and I get some cash tomorrow","0","0","TN"
"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114","1","1","TP"
"I forgot 2 ask Ì_ all smth.. There's a card on da present lei... How? ÌÏ all want 2 write smth or sign on it?","0","0","TN"
"I'm leaving my house now.","0","0","TN"
"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text","1","1","TP"
"ÌÏ ready then call me...","1","0","FP"
"Wewa is 130. Iriver 255. All 128 mb.","0","0","TN"
"It is a good thing I'm now getting the connection to bw","0","0","TN"
"Sry da..jst nw only i came to home..","0","0","TN"
"That's cool he'll be here all night, lemme know when you're around","0","0","TN"
"Are you staying in town ?","0","0","TN"
"Haha yeah, 2 oz is kind of a shitload","0","0","TN"
"Ok u can take me shopping when u get paid =D","0","0","TN"
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..","1","0","FP"
"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins","0","0","TN"
"But pls dont play in others life.","0","0","TN"
"Eatin my lunch...","0","0","TN"
"Hmmm.but you should give it on one day..","0","0","TN"
"Didn't try, g and I decided not to head out","0","0","TN"
"Ok no prob","0","0","TN"
"Surly ill give it to you:-) while coming to review.","0","0","TN"
"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies","0","0","TN"
"Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas","0","0","TN"
"Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.","0","0","TN"
"URGENT! Your Mobile No 07808726822 was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU","1","1","TP"
"A guy who gets used but is too dumb to realize it.","0","0","TN"
"Okey dokey, i‰Û÷ll be over in a bit just sorting some stuff out.","0","0","TN"
"Don no da:)whats you plan?","0","0","TN"
"Yes fine ","0","0","TN"
"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk","1","1","TP"
"I liked the new mobile","0","0","TN"
"Anytime...","0","0","TN"
"Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...","0","0","TN"
"Yar but they say got some error.","0","0","TN"
"Hey anyway i have to :-)","0","0","TN"
"Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.","0","0","TN"
"Wif my family booking tour package.","0","0","TN"
"Did you say bold, then torch later. Or one torch and 2bold?","0","0","TN"
"Haha awesome, I might need to take you up on that, what you doin tonight?","0","0","TN"
"Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)","0","0","TN"
"Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...","0","0","TN"
"Thats cool princess! I will cover your face in hot sticky cum :)","0","0","TN"
"Big brother‰Û÷s really scraped the barrel with this shower of social misfits","0","0","TN"
"Oops i thk i dun haf enuff... I go check then tell Ì_..","0","0","TN"
"S:)8 min to go for lunch:)","0","0","TN"
"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.","0","0","TN"
"K will do, addie &amp; I are doing some art so I'll be here when you get home","0","0","TN"
"My uncles in Atlanta. Wish you guys a great semester.","0","0","TN"
"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...","0","0","TN"
"Forgot to tell Ì_ smth.. Can Ì_ like number the sections so that it's clearer..","0","0","TN"
"Yup. Anything lor, if u dun wan it's ok...","0","0","TN"
"I'm home, my love ... If your still awake ... *loving kiss*","0","0","TN"
"HELLO PEACH! MY CAKE TASTS LUSH!","0","0","TN"
"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply","1","1","TP"
"There'll be a minor shindig at my place later tonight, you interested?","0","0","TN"
"Jason says it's cool if we pick some up from his place in like an hour","0","0","TN"
"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call","1","1","TP"
"I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;","1","0","FP"
"I've reached already.","0","0","TN"
"I dont know ask to my brother. Nothing problem some thing that. Just i told .","0","0","TN"
"K:)eng rocking in ashes:)","0","0","TN"
"Wat time r Ì_ going to xin's hostel?","0","0","TN"
"Good Morning my Dear Shijutta........... Have a great &amp; successful day.","0","0","TN"
"Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase","1","1","TP"
"Oh k:)after that placement there ah?","0","0","TN"
"Not for possession, especially not first offense","0","0","TN"
"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?","0","0","TN"
"I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?","0","0","TN"
"We have pizza if u want","0","0","TN"
"I keep seeing weird shit and bein all \woah\"" then realising it's actually reasonable and I'm all \""oh\""""","0","0","TN"
"Many more happy returns of the day. I wish you happy birthday.","0","0","TN"
"Ya very nice. . .be ready on thursday","0","0","TN"
"I am in hospital da. . I will return home in evening","0","0","TN"
"\Thinking of u ;) x\""""","0","0","TN"
"Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.","1","1","TP"
"Orh i tot u say she now still dun believe.","0","0","TN"
"When you just put in the + sign, choose my number and the pin will show. Right?","0","0","TN"
"The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8","0","0","TN"
"Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx","0","0","TN"
"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to","0","0","TN"
"Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n","1","1","TP"
"Well boy am I glad G wasted all night at applebees for nothing","0","0","TN"
"Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..","1","1","TP"
"Ok lor... Or u wan me go look 4 u?","0","0","TN"
"U wan 2 haf lunch i'm in da canteen now.","0","0","TN"
"Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..","0","0","TN"
"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around","0","0","TN"
"URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm","1","1","TP"
"Thanks 4 your continued support Your question this week will enter u in2 our draw 4 å£100 cash. Name the NEW US President? txt ans to 80082","1","1","TP"
"I'm home. Doc gave me pain meds says everything is fine.","0","0","TN"
"It's Ì© only $140 ard...Ìä rest all ard $180 at least...Which is Ì© price 4 Ì© 2 bedrm ($900)","0","0","TN"
"Me too! Have a lovely night xxx","0","0","TN"
"Prepare to be pleasured :)","0","0","TN"
"Hi.:)technical support.providing assistance to us customer through call and email:)","1","0","FP"
"if you text on your way to cup stop that should work. And that should be BUS","0","0","TN"
"Whens your radio show?","0","0","TN"
"Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412","1","1","TP"
"I'm not sure if its still available though","0","0","TN"
"watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..","0","0","TN"
"CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx","0","0","TN"
"Hi..i got the money da:)","0","0","TN"
"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com","1","0","FP"
"Ok then u tell me wat time u coming later lor.","0","0","TN"
"U repeat e instructions again. Wat's e road name of ur house?","0","0","TN"
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas","0","0","TN"
"Quite lor. But dun tell him wait he get complacent...","0","0","TN"
"Sorry completely forgot * will pop em round this week if your still here?","0","0","TN"
"U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM","0","0","TN"
"O we cant see if we can join denis and mina? Or does denis want alone time","0","0","TN"
"Sen told that he is going to join his uncle finance in cbe","0","0","TN"
"Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke ","0","0","TN"
"Call me, i am senthil from hsbc.","1","0","FP"
"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.","0","0","TN"
"Indeed and by the way it was either or - not both !","0","0","TN"
"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or å£10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+","1","1","TP"
"Holy living christ what is taking you so long","0","0","TN"
"ÌÏ thk of wat to eat tonight.","0","0","TN"
"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...","0","0","TN"
"We're on the opposite side from where we dropped you off","0","0","TN"
"Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.","0","0","TN"
"Send me your resume:-)","0","0","TN"
"Gd luck 4 ur exams :-)","0","0","TN"
"Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.","0","0","TN"
"Sorry that was my uncle. I.ll keep in touch","0","0","TN"
"Saw Guys and Dolls last night with Patrick Swayze it was great","0","0","TN"
"URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893","1","1","TP"
"Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com","1","1","TP"
"Just come home. I don't want u to be miserable","0","0","TN"
"I dont know why she.s not getting your messages","0","0","TN"
"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?","0","0","TN"
"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?","0","0","TN"
"Reverse is cheating. That is not mathematics.","0","0","TN"
"How do you plan to manage that","0","0","TN"
"Er, hello, things didn‰Û÷t quite go to plan ‰ÛÒ is limping slowly home followed by aa and with exhaust hanging off","0","0","TN"
"Sorry for the delay. Yes masters","0","0","TN"
"Call me when u finish then i come n pick u.","0","0","TN"
"PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05","1","1","TP"
"What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.","0","0","TN"
"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself","0","0","TN"
"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday","0","0","TN"
"E admin building there? I might b slightly earlier... I'll call u when i'm reaching...","1","0","FP"
"fyi I'm at usf now, swing by the room whenever","0","0","TN"
"i can call in  &lt;#&gt;  min if thats ok","0","0","TN"
"Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear","0","0","TN"
"ÌÏ no home work to do meh... ","0","0","TN"
"Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...","0","0","TN"
"Me too. Mark is taking forever to pick up my prescription and the pain is coming back.","0","0","TN"
"How's ur paper?","0","0","TN"
"Got smaller capacity one? Quite ex...","0","0","TN"
"Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo","0","1","FN"
"Im good! I have been thinking about you...","0","0","TN"
"u r a winner U ave been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 )","1","1","TP"
":-) :-)","0","0","TN"
"Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?","0","0","TN"
"I am going to sleep. I am tired of travel.","0","0","TN"
"Haha, just what I was thinkin","0","0","TN"
"Yup but it's not giving me problems now so mayb i'll jus leave it...","0","0","TN"
"Lol no. Just trying to make your day a little more interesting","0","0","TN"
"How long before you get reply, just defer admission til next semester","0","0","TN"
"The word \Checkmate\"" in chess comes from the Persian phrase \""Shah Maat\"" which means; \""the king is dead..\"" Goodmorning.. Have a good day..:)""","0","0","TN"
"Po de :-):):-):-):-). No need job aha.","0","0","TN"
"Rats. Hey did u ever vote for the next themes?","0","0","TN"
"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY å£1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.","1","1","TP"
"I hope your pee burns tonite.","0","0","TN"
"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.","0","0","TN"
"Yay can't wait to party together!","0","0","TN"
"....photoshop makes my computer shut down.","0","0","TN"
"All boys made fun of me today. Ok i have no problem. I just sent one message just for fun","0","0","TN"
"That's one of the issues but california is okay. No snow so its manageable","0","0","TN"
"PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0","1","1","TP"
"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...","0","0","TN"
"Awesome, that gonna be soon or later tonight?","0","0","TN"
"I need details about that online job.","0","0","TN"
"YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a å£150 prize. To collect is easy. Just call 09061743386 ","1","1","TP"
"Missing you too.pray inshah allah","0","0","TN"
"Pls help me tell Ashley that i cant find her number oh","0","0","TN"
"I am in escape theatre now. . Going to watch KAVALAN in a few minutes","0","0","TN"
"S.this will increase the chance of winning.","0","0","TN"
"either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.","0","0","TN"
"Maybe you should find something else to do instead???","0","0","TN"
"Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see","0","0","TN"
"I liked your new house","0","0","TN"
"I'm fine. Hope you are also","0","0","TN"
"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.","0","0","TN"
"Same to u...","0","0","TN"
"yes baby! I need to stretch open your pussy!","0","0","TN"
"Thanks  and ! Or bomb and date as my phone wanted to say! ","0","0","TN"
"Ok...","0","0","TN"
"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?","0","0","TN"
"\Response\"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So","0","0","TN"
"Nokia phone is lovly..","0","0","TN"
"**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270","1","1","TP"
"Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!","0","1","FN"
"Sorry da..today i wont come to play..i have driving clas..","0","0","TN"
"I'm really sorry I lit your hair on fire","0","0","TN"
"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The \sleep on a couch\"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?""","0","0","TN"
"Okey dokey swashbuckling stuff what oh.","0","0","TN"
"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?","0","0","TN"
"1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.","0","0","TN"
"Dip's cell dead. So i m coming with him. U better respond else we shall come back.","0","0","TN"
"Well. You know what i mean. Texting","0","0","TN"
"Hi dis is yijue i would be happy to work wif Ì_ all for gek1510...","0","0","TN"
"Lol! Oops sorry! Have fun. ","0","0","TN"
"Wat happened to the cruise thing","0","0","TN"
"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?","0","0","TN"
"lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468","1","1","TP"
"The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...","0","0","TN"
"No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info","1","1","TP"
"Yeah just open chat and click friend lists. Then make the list. Easy as pie","0","0","TN"
"alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap","0","0","TN"
"When/where do I pick you up","0","0","TN"
"As usual u can call me ard 10 smth.","1","0","FP"
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!","0","0","TN"
"For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.","0","0","TN"
"Poor girl can't go one day lmao","0","0","TN"
"Or just do that 6times","0","0","TN"
"Todays Vodafone numbers ending with 4882 are selected to a receive a å£350 award. If your number matches call 09064019014 to receive your å£350 award.","1","1","TP"
